"'data_estimativa'";"data_pagamento";"base_de_calculo";"perc_transmitido";"'finalidade_construcao'";"'logradouro'";"n_endereco";"n_unidade";"'complemento_endereco'";"'bairro'";"cep";"area_total_terreno";"area_constr_total";"area_constr_privativa";"ano_construcao";"'n_matricula_reg_imoveis'";"'n_zona_reg_imoveis'";"'situacao'"
"'2015-10-16'";"2015-10-16 00:00:00";"50403.00";"100.00";"'Sala > 4 Pavimentos'";"'rua desembargador martins pereira'";"221""";"";"'sala 1101 empres martins pereira'";"'Gracas'";"";"763,27";"62,53";"62,53";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-16'";"2015-10-16 00:00:00";"50403.00";"100.00";"'Sala > 4 Pavimentos'";"'rua desembargador martins pereira'";"221""";"";"'sala 1102 empres martins pereira'";"'Gracas'";"";"763,27";"62,53";"62,53";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-10-16'";"2015-10-16 00:00:00";"50403.00";"100.00";"'Sala > 4 Pavimentos'";"'rua desembargador martins pereira'";"221""";"";"'sala 1104 empres martins pereira'";"'Gracas'";"";"763,27";"62,53";"62,53";"2015""";"''";"''";"'CONCLUIDO'"
"'2015-02-13'";"2015-02-13 00:00:00";"500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua padre silvino guedes'";"109""";"";"'apto 0302 edf toré'";"'Aflitos'";"";"1071,0";"205,1";"205,1";"1988""";"''";"''";"'CONCLUIDO'"
"'2015-09-21'";"2015-09-21 00:00:00";"650000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua conselheiro portela'";"139""";"";"'apto 0601 edf villa verde'";"'Aflitos'";"";"1522,3";"208,71";"208,71";"1989""";"''";"''";"'CONCLUIDO'"
"'2015-09-08'";"2015-09-08 00:00:00";"240000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua angustura'";"38""";"";"'apto 0106 edf zilda'";"'Aflitos'";"";"1228,5";"93,6";"93,6";"1966""";"''";"''";"'CONCLUIDO'"
"'2015-04-29'";"2015-04-29 00:00:00";"290000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua angustura'";"104""";"";"'apto 0304 edf morada da fonte'";"'Aflitos'";"";"1140,7";"92,91";"92,91";"1987""";"''";"''";"'CONCLUIDO'"
"'2015-08-26'";"2015-08-26 00:00:00";"381318.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua angustura'";"104""";"";"'apto 0204 edf morada da fonte'";"'Aflitos'";"";"1140,7";"92,91";"92,91";"1987""";"''";"''";"'CONCLUIDO'"
"'2015-06-17'";"2015-06-17 00:00:00";"670000.00";"100.00";"'Casa'";"'rua angustura'";"266""";"";"''";"'Aflitos'";"";"301,8";"185,05";"185,05";"1939""";"''";"''";"'CONCLUIDO'"
"'2015-03-05'";"2015-03-05 00:00:00";"1040000.00";"100.00";"'Casa'";"'rua capitao sampaio xavier'";"327""";"";"''";"'Gracas'";"";"592,25";"493,88";"493,88";"1956""";"''";"''";"'CONCLUIDO'"
"'2015-03-18'";"2015-03-18 00:00:00";"760000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua capitao sampaio xavier'";"285""";"";"'apto 1202 edf art ii - dina de oliveira'";"'Gracas'";"";"1760,65";"231,58";"231,58";"2009""";"''";"''";"'CONCLUIDO'"
"'2015-06-22'";"2015-06-22 00:00:00";"750000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua capitao sampaio xavier'";"253""";"";"'apto 1501 edf montpelier'";"'Gracas'";"";"1205,99";"246,47";"246,47";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-07-13'";"2015-07-13 00:00:00";"162064.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua capitao sampaio xavier'";"253""";"";"'apto 1501 edf montpelier'";"'Gracas'";"";"1205,99";"246,47";"246,47";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-08-04'";"2015-08-04 00:00:00";"270000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua ricardo hardman'";"68""";"";"'apto 1404 edf casttelo de ferrara'";"'Gracas'";"";"1007,25";"59,51";"59,51";"2011""";"''";"''";"'CONCLUIDO'"
"'2015-01-22'";"2015-01-22 00:00:00";"760000.00";"100.00";"'Casa'";"'rua desembargador martins pereira'";"226""";"";"''";"'Gracas'";"";"330,0";"121,0";"121,0";"1951""";"''";"''";"'CONCLUIDO'"
"'2015-07-20'";"2015-07-20 00:00:00";"580000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1620""";"";"'apto 1403 edf orion-bloco b'";"'Gracas'";"";"2130,4";"153,98";"153,98";"1999""";"''";"''";"'CONCLUIDO'"
"'2015-03-12'";"2015-03-12 00:00:00";"590000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1620""";"";"'apto 1603 edf orion-bloco b'";"'Gracas'";"";"2130,4";"153,98";"153,98";"1999""";"''";"''";"'CONCLUIDO'"
"'2015-08-19'";"2015-08-19 00:00:00";"630000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua santo elias'";"64""";"";"'apto 0302 edf itayubá village'";"'Gracas'";"";"1432,67";"196,91";"196,91";"1994""";"''";"''";"'CONCLUIDO'"
"'2015-03-12'";"2015-03-12 00:00:00";"645001.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dom miguel de lima valverde'";"88""";"";"'apto 0401 edf acalanto'";"'Gracas'";"";"1248,0";"254,25";"254,25";"1980""";"''";"''";"'CONCLUIDO'"
"'2015-05-25'";"2015-05-25 00:00:00";"380000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua vigario barreto'";"82""";"";"'apto 0401 edf galeão'";"'Gracas'";"";"630,0";"108,78";"108,78";"1983""";"''";"''";"'CONCLUIDO'"
"'2015-12-11'";"2015-12-11 00:00:00";"672789.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"852""";"";"'apto 1001 edf solar do giqui-bloco a'";"'Gracas'";"";"2453,85";"225,98";"225,98";"1978""";"''";"''";"'CONCLUIDO'"
"'2015-12-01'";"2015-12-01 00:00:00";"630000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua conselheiro portela'";"130""";"";"'apto 0701 edf aquarius-bloco b'";"'Gracas'";"";"2860,0";"222,94";"222,94";"1999""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"650000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua conselheiro portela'";"130""";"";"'apto 1402 edf aquarella-bloco a'";"'Gracas'";"";"2860,0";"222,94";"222,94";"2001""";"''";"''";"'CONCLUIDO'"
"'2015-04-27'";"2015-04-27 00:00:00";"216000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'rua dr vicente meira'";"108""";"";"'apto 0201'";"'Gracas'";"";"490,0";"120,6";"120,6";"1954""";"''";"''";"'CONCLUIDO'"
"'2015-11-06'";"2015-11-06 00:00:00";"490000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dr vicente meira'";"180""";"";"'apto 2001 edf maison da vince'";"'Gracas'";"";"2128,5";"150,9";"150,9";"2004""";"''";"''";"'CONCLUIDO'"
"'2015-09-21'";"2015-09-21 00:00:00";"480000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua dr vicente meira'";"180""";"";"'apto 1904 edf maison da vince'";"'Gracas'";"";"2128,5";"150,9";"150,9";"2004""";"''";"''";"'CONCLUIDO'"
"'2015-08-07'";"2015-08-07 00:00:00";"1450000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua vigario barreto'";"127""";"";"'apto 1101 edf barreto costa'";"'Gracas'";"";"3232,32";"307,21";"307,21";"2005""";"''";"''";"'CONCLUIDO'"
"'2015-12-09'";"2015-12-09 00:00:00";"1450000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua vigario barreto'";"127""";"";"'apto 2402 edf barreto costa'";"'Gracas'";"";"3232,32";"305,51";"305,51";"2005""";"''";"''";"'CONCLUIDO'"
"'2015-01-22'";"2015-01-22 00:00:00";"260000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua amelia'";"149""";"";"'apto 0602 edf camucá'";"'Gracas'";"";"442,0";"111,33";"111,33";"1979""";"''";"''";"'CONCLUIDO'"
"'2015-07-09'";"2015-07-09 00:00:00";"288000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua amelia'";"137""";"";"'apto 0302 edf maria carolina'";"'Gracas'";"";"444,5";"102,73";"102,73";"1979""";"''";"''";"'CONCLUIDO'"
"'2015-05-27'";"2015-05-27 00:00:00";"320000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do espinheiro'";"201""";"";"'apto 0401 edf castanhola'";"'Gracas'";"";"789,16";"102,22";"102,22";"1981""";"''";"''";"'CONCLUIDO'"
"'2015-12-10'";"2015-12-10 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do espinheiro'";"195""";"";"'apto 1003 edf praia de oliveiras'";"'Gracas'";"";"1886,0";"146,04";"146,04";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-10-19'";"2015-10-19 00:00:00";"530000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do espinheiro'";"195""";"";"'apto 1402 edf praia de oliveiras'";"'Gracas'";"";"1886,0";"145,88";"145,88";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-12-14'";"2015-12-14 00:00:00";"530000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do espinheiro'";"195""";"";"'apto 402 edf praia de oliveiras'";"'Gracas'";"";"1886,0";"145,88";"145,88";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-07'";"2015-05-07 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do espinheiro'";"195""";"";"'apto 802 edf praia de oliveiras'";"'Gracas'";"";"1886,0";"145,88";"145,88";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-20'";"2015-11-20 00:00:00";"550000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do espinheiro'";"195""";"";"'apto 2301 edf praia de oliveiras'";"'Gracas'";"";"1886,0";"144,38";"144,38";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-11-11'";"2015-11-11 00:00:00";"760000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua do espinheiro'";"151""";"";"'apto 0601 edf etienne'";"'Gracas'";"";"1618,14";"265,45";"265,45";"1997""";"''";"''";"'CONCLUIDO'"
"'2015-10-05'";"2015-10-05 00:00:00";"450000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"502""";"";"'apto 204 edf isaac gondim'";"'Gracas'";"";"2198,03";"110,29";"110,29";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-09-01'";"2015-09-01 00:00:00";"480000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"502""";"";"'apto 601 edf isaac gondim'";"'Gracas'";"";"2198,03";"114,7";"114,7";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-04'";"2015-08-04 00:00:00";"470000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"502""";"";"'apto 502 edf isaac gondim'";"'Gracas'";"";"2198,03";"114,7";"114,7";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-25'";"2015-02-25 00:00:00";"600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua hoel sette'";"72""";"";"'apto 1 edf provence'";"'Jaqueira'";"";"900,0";"264,31";"264,31";"1977""";"''";"''";"'CONCLUIDO'"
"'2015-05-18'";"2015-05-18 00:00:00";"600000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua simao mendes'";"85""";"";"'apto 1701 edf bonne ville'";"'Jaqueira'";"";"1336,15";"144,29";"144,29";"2003""";"''";"''";"'CONCLUIDO'"
"'2015-01-22'";"2015-01-22 00:00:00";"1.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua simao mendes'";"85""";"";"'apto 2101 edf bonne ville'";"'Jaqueira'";"";"1336,15";"144,29";"144,29";"2003""";"''";"''";"'CONCLUIDO'"
"'2015-04-07'";"2015-04-07 00:00:00";"560000.00";"100.00";"'Apartamento <= 4 Pavimentos'";"'av conselheiro rosa e silva'";"1847""";"";"'apto 2 bloco a'";"'Jaqueira'";"";"954,0";"93,1";"93,1";"1945""";"''";"''";"'CONCLUIDO'"
"'2015-06-18'";"2015-06-18 00:00:00";"595000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'rua jose clementino'";"73""";"";"'apto 0601 edf inácio cordeiro'";"'Gracas'";"";"990,0";"213,56";"213,56";"1989""";"''";"''";"'CONCLUIDO'"
"'2015-01-19'";"2015-01-19 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1619""";"";"'apto 1301 edf jaqueira park aroldo fonseca lima'";"'Gracas'";"";"2451,95";"118,28";"118,28";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-07-17'";"2015-07-17 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1619""";"";"'apto 1301 edf jaqueira park aroldo fonseca lima'";"'Gracas'";"";"2451,95";"118,28";"118,28";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-08'";"2015-01-08 00:00:00";"470000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1619""";"";"'apto 101 edf jaqueira park aroldo fonseca lima'";"'Gracas'";"";"2451,95";"107,99";"107,99";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-05-14'";"2015-05-14 00:00:00";"500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1619""";"";"'apto 102 edf jaqueira park aroldo fonseca lima'";"'Gracas'";"";"2451,95";"107,99";"107,99";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-02-04'";"2015-02-04 00:00:00";"500000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1619""";"";"'apto 105 edf jaqueira park aroldo fonseca lima'";"'Gracas'";"";"2451,95";"114,24";"114,24";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-01-14'";"2015-01-14 00:00:00";"480000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1619""";"";"'apto 301 edf jaqueira park aroldo fonseca lima'";"'Gracas'";"";"2451,95";"107,99";"107,99";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-04-07'";"2015-04-07 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1619""";"";"'apto 1001 edf jaqueira park aroldo fonseca lima'";"'Gracas'";"";"2451,95";"120,82";"120,82";"2013""";"''";"''";"'CONCLUIDO'"
"'2015-08-20'";"2015-08-20 00:00:00";"540000.00";"100.00";"'Apartamento > 4 Pavimentos'";"'av conselheiro rosa e silva'";"1619""";"";"'apto 1202 edf jaqueira park aroldo fonseca lima'";"'Gracas'";"";"2451,95";"118,28";"118,28";"2013""";"''";"''";"'CONCLUIDO'"
