data_estimativa;data_pagamento;base_de_calculo;perc_transmitido;'finalidade_construcao';'logradouro';n_endereco;'n_unidade';'complemento_endereco';'bairro';cep;area_total_terreno;area_constr_total;area_constr_privativa;ano_construcao;'n_matricula_reg_imoveis';'n_zona_reg_imoveis';'situacao'
2020/02/27 00:00:00;;340000.00;100.00;'APARTAMENTO';'Avenida LAVRAS';203;'503';'APARTAMENTO NÚMERO 503';'PETROPOLIS';90460040;0.00;60.98;44.19;2016;'203905';'1';'Impressa'
2020/02/27 00:00:00;;50000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Avenida LAVRAS';203;'3';'BOX NÚMERO 3';'PETROPOLIS';90460040;0.00;20.14;10.58;2017;'203920';'1';'Impressa'
2020/07/13 00:00:00;;904000.00;100.00;'UNIDADE DE COMERCIO E SERVICO ISOLADA';'Rua MARIANTE';793;'793';;'RIO BRANCO';90430181;165.00;237.48;237.48;2002;'113739';'1';'Lançada'
2020/01/17 00:00:00;;165000.00;50.00;'SALA COMERCIAL';'Rua MARQUES DO POMBAL';274;'401';;'MOINHOS VENTO';90540001;0.00;81.27;66.17;1986;'200556';'1';'Lançada'
2020/01/17 00:00:00;;225000.00;50.00;'LOJA TERREA EM EDIFICIO';'Rua MARQUES DO POMBAL';270;'101';;'MOINHOS VENTO';90540001;0.00;70.68;55.58;1986;'200553';'1';'Lançada'
2020/01/17 00:00:00;;150000.00;50.00;'SALA COMERCIAL';'Rua MARQUES DO POMBAL';274;'201';;'MOINHOS VENTO';90540001;0.00;77.36;60.60;1986;'200554';'1';'Lançada'
2020/01/17 00:00:00;;150000.00;50.00;'SALA COMERCIAL';'Rua MARQUES DO POMBAL';274;'301';;'MOINHOS VENTO';90540001;0.00;77.36;60.60;1986;'200555';'1';'Lançada'
2020/01/21 00:00:00;;588480.00;100.00;'LOJA TERREA EM EDIFICIO';'Rua SENHOR DOS PASSOS';102;'102';;'CENTRO HISTORIC';90020180;0.00;109.91;105.89;1946;'38999';'1';'Lançada'
2020/06/29 00:00:00;;565000.00;100.00;'APARTAMENTO';'Rua CEL AURELIO BITENCOURT';220;'401';;'RIO BRANCO';90430080;0.00;147.32;116.74;1975;'45241';'1';'Lançada'
2020/03/09 00:00:00;2020/03/12 00:00:00;40000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Rua FERREIRA VIANA';245;'54';;'PETROPOLIS';90670100;0.00;14.49;10.58;2004;'115816';'2';'Impressa'
2020/01/15 00:00:00;;2690000.00;100.00;'RESIDENCIA ISOLADA';'Rua DONA LAURA';221;;;'RIO BRANCO';90430091;481.95;512.00;512.00;2002;'99226';'1';'Lançada'
2020/02/21 00:00:00;2020/05/26 00:00:00;755000.00;100.00;'APARTAMENTO';'Avenida DR NILO PECANHA';1452;'1403';;'BOA VISTA';91330000;0.00;155.08;130.45;1975;'1951';'4';'Impressa'
2020/02/21 00:00:00;2020/05/26 00:00:00;60000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Avenida DR NILO PECANHA';1452;'7';;'BOA VISTA';91330000;0.00;32.69;12.00;1975;'1976';'4';'Impressa'
2020/02/21 00:00:00;2020/05/26 00:00:00;60000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Avenida DR NILO PECANHA';1452;'6';;'BOA VISTA';91330000;0.00;32.69;12.00;1975;'1975';'4';'Impressa'
2020/02/21 00:00:00;2020/05/26 00:00:00;755000.00;100.00;'APARTAMENTO';'Avenida DR NILO PECANHA';1452;'1404';;'BOA VISTA';91330000;0.00;155.05;130.45;1975;'1952';'4';'Impressa'
2020/02/21 00:00:00;2020/05/26 00:00:00;60000.00;100.00;'ESPACO DE ESTACIONAMENTO RESIDENCIAL';'Avenida DR NILO PECANHA';1452;'24';;'BOA VISTA';91330000;0.00;32.69;12.00;1975;'2009';'4';'Impressa'
2020/09/21 00:00:00;2020/10/07 00:00:00;292000.00;100.00;'SALA COMERCIAL';'Avenida INDEPENDENCIA';172;'904';;'CENTRO HISTORIC';90035070;0.00;65.24;55.19;1974;'81246';'1';'Impressa'
2020/09/21 00:00:00;2020/10/06 00:00:00;368000.00;100.00;'SALA COMERCIAL';'Rua MOSTARDEIRO';157;'902';;'RIO BRANCO';90430001;0.00;49.40;40.45;1993;'95373';'1';'Impressa'
2020/10/21 00:00:00;;2400000.00;100.00;'RESIDENCIA ISOLADA';'Rua GONCALVES DIAS';1039;'1039';;'MENINO DEUS';90130061;574.99;1077.20;1077.20;1974;'22741';'5';'Impressa'
2020/03/26 00:00:00;2020/04/14 00:00:00;1337000.00;100.00;'GARAGEM COLETIVA';'Rua PADRE HILDEBRANDO';361;;;'SANTA M GORETTI';91030310;1114.00;707.00;707.00;2003;'175969';'4';'Impressa'
2020/03/30 00:00:00;2020/04/14 00:00:00;845000.00;100.00;'UNIDADE DE COMERCIO E SERVICO ISOLADA';'Rua ALMIRANTE BARROSO';224;;;'FLORESTA';90220021;485.00;554.00;554.00;1981;'25928';'1';'Impressa'
2020/03/30 00:00:00;2020/04/14 00:00:00;935000.00;100.00;'UNIDADE DE COMERCIO E SERVICO ISOLADA';'Rua ALMIRANTE BARROSO';206;;;'FLORESTA';90220021;396.00;717.00;717.00;1994;'90663';'1';'Impressa'
2020/03/06 00:00:00;;1138000.00;100.00;'RESIDENCIA DE FRENTE COM INTERIORES';'Rua PIAUI';220;'212';;'SANTA M GORETTI';91030320;791.04;83.00;83.00;1946;'27665';'4';'Reestimada'
2020/03/06 00:00:00;;;100.00;'UNIDADE (DE COMÉRCIO OU SERVIÇOS) DE  FRENTE NÃO ISOLADA';'Rua PIAUI';220;'1';;'SANTA M GORETTI';91030320;791.04;482.00;482.00;1985;'27665';'4';'Reestimada'
2020/03/06 00:00:00;;;100.00;'UNIDADE (DE COMÉRCIO OU SERVIÇOS) DE  FRENTE NÃO ISOLADA';'Rua PIAUI';220;'220';;'SANTA M GORETTI';91030320;791.04;129.00;129.00;1946;'27665';'4';'Reestimada'
2020/05/06 00:00:00;2020/08/12 00:00:00;300000.00;100.00;'LOJA TERREA EM EDIFICIO';'Avenida BENJAMIN CONSTANT';914;'914';;'SAO JOAO';90550000;0.00;84.75;76.54;1971;'31209';'1';'Impressa'
